0.0155291,2.7450423
0.0133388,2.7559726
0.0071566,2.7685008
0.0086005,2.7803149
0.0113053,2.7858887
0.0145401,2.8025222
0.0068268,2.8144093
0.0135598,2.8247912
0.0117649,2.8419781
0.0128357,2.8538253
0.0086796,2.8642044
0.0135807,2.8775558
0.0076737,2.8900237
0.0202886,2.9053421
0.0100097,2.9202621
0.0145723,2.9340620
0.0120152,2.9475064
0.0066150,2.9646230
0.0093376,2.9721818
0.0083227,2.9858861
0.0065439,2.9977031
0.0130336,3.0125058
0.0056627,3.0239041
0.0174787,3.0422947
0.0083251,3.0535643
0.0173546,3.0704041
0.0070987,3.0890355
0.0057955,3.0933998
0.0171400,3.1078777
0.0191094,3.1278942
0.0142972,3.1437349
0.0130860,3.1549199
0.0233221,3.1708014
0.0276472,3.1937344
0.0184747,3.2144117
0.0182420,3.2265143
0.0184734,3.2429838
0.0212491,3.2649341
0.0138583,3.2796800
0.0126723,3.2877669
0.0177453,3.3093894
0.0128735,3.3195171
0.0250889,3.3394108
0.0262036,3.3572242
0.0233058,3.3839366
0.0257747,3.3992853
0.0182969,3.4240286
0.0183252,3.4355817
0.0175148,3.4557891
0.0100278,3.4706087
0.0201421,3.4895751
0.0112087,3.5062480
0.0196030,3.5216241
0.0165316,3.5361803
0.0282352,3.5661218
0.0176632,3.5909259
0.0135235,3.5988879
0.0191893,3.6174130
0.0221554,3.6342082
0.0273408,3.6666431
0.0278672,3.6746800
0.0294270,3.7114832
0.0185258,3.7263529
0.0275792,3.7438016
0.0315009,3.7710671
0.0247056,3.7969265
0.0205013,3.8177285
0.0211499,3.8365018
0.0205761,3.8538635
0.0327710,3.8752127
0.0186538,3.9053681
0.0324724,3.9196906
0.0280266,3.9534640
0.0291401,3.9692779
0.0304673,3.9961934
0.0300598,4.0190306
0.0391141,4.0464826
0.0306067,4.0720205
0.0337992,4.0950027
0.0369205,4.1215563
0.0433154,4.1545768
0.0300822,4.1793718
0.0373172,4.2057943
0.0274965,4.2384024
0.0326595,4.2444396
0.0457796,4.2831669
0.0356284,4.3152418
0.0436844,4.3453908
0.0309242,4.3760438
0.0293591,4.3915057
0.0351400,4.4158006
0.0476219,4.4505777
0.0468372,4.4786134
0.0537095,4.5179706
0.0433649,4.5578637
0.0444657,4.5746179
0.0500291,4.6159110
0.0348171,4.6416569
0.0525450,4.6686163
0.0512301,4.7130809
0.0512647,4.7428274
0.0443528,4.7739754
0.0529054,4.8101163
0.0540010,4.8459177
0.0484308,4.8824406
0.0472877,4.9145389
0.0554886,4.9511561
0.0512950,4.9815860
0.0553927,5.0192223
0.0622808,5.0606298
0.0587050,5.1007209
0.0620409,5.1342325
0.0627294,5.1758766
0.0638607,5.2159023
0.0738696,5.2558212
0.0713795,5.3022537
0.0703302,5.3412566
0.0781528,5.3929696
0.0625922,5.4291544
0.0756574,5.4647918
0.0800847,5.5241013
0.0703266,5.5616751
0.0870281,5.5986714
0.0815713,5.6602921
0.0819102,5.7042246
0.0855693,5.7489071
0.0859125,5.8033524
0.0788563,5.8448400
0.1022538,5.8945737
0.0873803,5.9554386
0.0953865,5.9932866
0.1017647,6.0652394
0.0883192,6.1062632
0.1063511,6.1513534
0.1075069,6.2305899
0.0956472,6.2692585
0.1195202,6.3284264
0.1033563,6.3970566
0.1220250,6.4406939
0.1222984,6.5179329
0.1130387,6.5699420
0.1355000,6.6226578
0.1433704,6.7095022
0.1259018,6.7684574
0.1441399,6.8290839
0.1437332,6.9119096
0.1354608,6.9646330
0.1581597,7.0347085
0.1527113,7.1273570
0.1486390,7.1731186
0.1746855,7.2611785
0.1604784,7.3456426
0.1760997,7.4019818
0.1896041,7.4989061
0.1701794,7.5863180
0.1903324,7.6460819
0.2013756,7.7436733
0.1926242,7.8273325
0.2189377,7.9045019
0.2209355,8.0146027
0.2165802,8.0927849
0.2465782,8.1933546
0.2374141,8.3020201
0.2319753,8.3794012
0.2622926,8.4801016
0.2733254,8.5904770
0.2697462,8.6972866
0.2903787,8.7991848
0.2978280,8.9257364
0.3009584,9.0242424
0.3238787,9.1436129
0.3295431,9.2720528
0.3328331,9.3795786
0.3587164,9.5121164
0.3585790,9.6490955
0.3666301,9.7542019
0.4042478,9.9021931
0.4029444,10.0434580
0.4244280,10.1658363
0.4591700,10.3260593
0.4613310,10.4885893
0.4791203,10.6143646
0.5200845,10.7926531
0.5135832,10.9635658
0.5399526,11.0984421
0.5874469,11.2797747
0.6083815,11.4744778
0.6190797,11.6414614
0.6653626,11.8279362
0.6959896,12.0351105
0.7105534,12.2202835
0.7635930,12.4231100
0.8066746,12.6489429
0.8255294,12.8613901
0.8794706,13.0785599
0.9277658,13.3239193
0.9671379,13.5556688
1.0289822,13.8004713
1.0919189,14.0698347
1.1354123,14.3292370
1.2123656,14.5994463
1.2806218,14.9089108
1.3335333,15.1879025
1.4267459,15.4871159
1.5124886,15.8159609
1.5920417,16.1438370
1.6843290,16.4695263
1.8131073,16.8251171
1.9141009,17.2087345
2.0254130,17.5734310
2.1754158,17.9655762
2.3114305,18.3952789
2.4560649,18.8181400
2.6279199,19.2467918
2.8122582,19.7288628
2.9815152,20.2001038
3.2057953,20.6779003
3.4401441,21.2136116
3.6721320,21.7526188
3.9476991,22.2879028
4.2544694,22.8870850
4.5566130,23.4962463
4.9039497,24.1035042
5.2945552,24.7665138
5.6992035,25.4524498
6.1346197,26.1450386
6.6306272,26.8692284
7.1700134,27.6306019
7.7260342,28.4105072
8.3646107,29.1973743
9.0732622,30.0294189
9.8221750,30.8998547
10.6405230,31.7734184
11.5451317,32.6642151
12.5376177,33.6091919
13.5807457,34.5493622
14.7561626,35.4818230
16.0430374,36.4612427
17.4174194,37.4487953
18.9005203,38.4071274
20.5577946,39.3599472
22.3318367,40.3225822
24.2326870,41.2330551
26.3446922,42.0988922
28.6096821,42.9393463
31.0357876,43.7123909
33.6523399,44.3770943
36.4876862,44.9416656
39.5113678,45.4016380
42.7327194,45.6760712
46.1818428,45.7698593
49.8664207,45.6535454
53.7376404,45.3082352
57.8063698,44.6574898
62.0994301,43.6635132
66.5738449,42.3340416
71.1777191,40.5680122
75.9403229,38.3213654
80.8212509,35.5961456
85.7260895,32.3111343
90.6246567,28.3997898
95.4946289,23.8386078
100.2137222,18.6092587
104.6901245,12.6471214
108.8582382,5.9197578
112.6060333,-1.5554512
115.7854919,-9.7773533
118.2530899,-18.7691994
119.9151230,-28.4975681
120.6257858,-38.8646927
120.2000427,-49.7920380
118.4888077,-61.1791916
115.3562393,-72.9068222
110.7217255,-84.7696152
104.4009018,-96.5283508
96.3227386,-107.9902420
86.4629822,-118.8662415
74.7982864,-128.8201599
61.3398056,-137.5221405
46.1924324,-144.6778717
29.5703163,-149.9048157
11.6839380,-152.8219604
-7.1823244,-153.1450348
-26.5760498,-150.6005707
-46.0247765,-144.9396667
-64.9917450,-135.9983978
-82.8780136,-123.7468719
-99.0103226,-108.2807693
-112.6770172,-89.7735596
-123.2549744,-68.5625305
-130.1020966,-45.2064362
-132.6712494,-20.3678722
-130.4987946,5.1042089
-123.3114853,30.2924557
-111.0954819,54.1186523
-93.9856644,75.4162750
-72.4153214,93.0856934
-47.0908928,106.0697479
-19.0768166,113.4327469
10.4008970,114.4029160
39.8818855,108.5691986
67.7016602,95.8750687
92.1448441,76.6296997
111.5582504,51.6031990
124.4685898,22.0522079
129.6656799,-10.3517094
126.3417740,-43.5819054
114.2879715,-75.4214935
93.9111481,-103.4594116
66.2681503,-125.3906631
33.0929985,-139.2345581
-3.2828279,-143.4567413
-40.0213470,-137.2342072
-74.0577240,-120.5257568
-102.3094788,-94.2602768
-121.9883575,-60.3345871
-130.8504181,-21.4985542
-127.5418167,18.7910042
-111.8489685,56.7171669
-84.8029709,88.3449707
-48.7127457,110.1165924
-6.9845548,119.3274994
36.0141563,114.4473495
75.5120392,95.4539948
106.7821884,63.9650002
125.7932434,23.2139473
129.7538605,-22.1576385
117.5327835,-66.6369400
90.0758972,-104.4946442
50.4354782,-130.4585114
3.4819264,-140.5515289
-44.5581589,-132.7761383
-86.9060059,-107.5258942
-117.2304459,-67.8520737
-130.5692444,-19.0837727
-124.2774582,31.6697407
-98.6529007,76.6134567
-57.0915451,108.3959808
-5.8554082,121.4186325
46.8609123,112.8388977
92.1559219,83.4420319
121.8640518,37.7027893
130.1913757,-16.7859097
114.9207382,-70.3801041
78.1836700,-113.0890198
26.2373581,-136.4242554
-31.3374767,-135.2560272
-83.3432770,-109.0634003
-119.0970917,-62.3467216
-130.7467651,-4.0674410
-115.1509323,53.9051361
-74.8338928,99.1782227
-17.8951645,121.4989548
43.5249176,115.2527161
95.5991440,81.0797119
126.0402527,26.0734787
127.0853882,-37.3554077
97.6637650,-94.2041550
44.1156769,-130.4398346
-20.8741283,-136.4527740
-81.1478958,-109.8919830
-121.0634155,-56.7024345
-129.6243591,9.8423586
-103.7122726,72.3732910
-49.4692039,113.7911911
18.8286095,122.1578522
82.3433380,94.2944870
122.8034744,37.2609673
127.9019775,-33.0612640
95.2387619,-96.2109985
33.7318993,-133.0246735
-38.5675812,-131.6135712
-99.4801865,-91.5001373
-129.5298004,-24.4053364
-118.3623886,48.8517838
-68.6680450,104.6006775
4.0276976,124.0373611
75.8547211,99.8307266
122.3149719,39.2496109
126.7946320,-37.5555916
86.7745209,-103.9371948
15.5532207,-136.0074768
-61.7999878,-121.3813553
-117.0150299,-64.4296036
-129.0592804,14.5651197
-92.4482193,86.2491837
-20.2043171,122.9865646
60.3307533,109.7977524
117.5417786,50.8531418
128.1138153,-31.1988754
86.7808228,-103.5264664
9.5112972,-136.1991425
-72.2183151,-114.7625198
-123.9590302,-47.1981926
-122.9692841,38.4692955
-68.6371994,105.4527206
16.1613789,123.9153366
94.2316666,84.7360535
130.2023010,4.5218563
106.8000946,-80.7796555
33.7681770,-131.7534485
-55.5430603,-123.8002853
-118.9623489,-59.6147041
-125.5103912,30.9638329
-70.9366074,104.2685928
18.8924999,123.8538742
99.7320862,78.9385757
130.5527191,-8.8427591
94.6666565,-95.3053284
9.5293026,-135.5830994
-81.0633850,-107.7409897
-129.1112823,-25.3693047
-108.0872650,68.2334518
-28.2442055,122.3860397
67.5050049,106.6783066
126.1454468,28.6933022
114.0722046,-68.6989136
36.9955940,-130.3529816
-61.7677917,-120.1757813
-125.0559387,-42.9120636
-115.0313644,57.0116959
-36.4892044,120.4833984
64.3589706,108.7138672
126.4748764,27.7153091
111.0103607,-73.7326431
26.3923626,-132.7881317
-75.2069778,-111.6766815
